project,title,description,story_points
APSTUD,"""Rename imported projects""","""""""Currently, when importing a project in Studio, you aren't given the option to rename it. This could be useful - I can provide a test if one is requested.    """"""",1
APSTUD,"""Dashboard SDK install use case should allow users to specify desired installation directory""","""""""The way the Dashboard installs Titanium/Mobile SDKs, it requires the SDK paths to be set in the preferences. In the case where the default SDK paths don't exist or invalid (ie, the user doesn't have permission), you will not be able to change the SDK paths to a desired location.     To reproduce:  1. Have a valid Ti SDK setup  2. Export the all the preferences via File->Export->General->Preferences  3. Edit the exported preference entry: /instance/com.appcelerator.titanium.core/TITANIUM_SDK_PATH with an invalid path. I used a path that the user does not have permissions, /Users/invalidUser/xxx  Save the file  4. Launch Ti Studio  5. Import the preferences via File->Import>General->Preferences  6. Restart Ti Studio  Expected: Ti SDK installation starts and prompts for a new location for installation  Actual: Ti SDK installation starts and fails    The same issue is exhibited with the Android SDK as well. The preferences for them are:  /instance/com.appcelerator.titanium.mobile/ANDROID_SDK_PATH    The installation is triggered via the configuration in the Dashboard      The installation should validate the SDK location to ensure it is valid (exists/write permission), if it is not the user is prompted for a new location""""""",5
APSTUD,"""Add mobileweb user agent for content assist""","""""""When a user uses content assist, we need to include """"""""mobile web"""""""" as a platform choice.    # Add a mobile web user agent (key 'mobileweb')  # Add it to the default list of user agents selected for the mobile nature    Icons are attached.""""""",1
APSTUD,"""Titanium Studio: Content Assist - content assist menu persistent in the OS if it has focus""","""""""Content Assist menu is persistent in the OS if the assist menu has focus (i.e., by clicking on it). Other OS program windows are now obfuscated by the content assist menu until the focus is shifted back to Titanium Studio proper. Screenshot attached.    Steps to Reproduce:    1. Open Studio and create a new project (or open an existing project).  2. Click in the text editor of app.js (or any .js file).  3. Press control + space to bring up the content assist menu.  4. Select any item from the suggestion list by clicking on it (the menu as-is will not exhibit this behavior).  5. Open any other program (such as Chrome) and move the other program window over the content assist menu.    Expected Result:    The content assist menu should disappear behind the other program window, as it should have the same OS hierarchy as Titanium Studio.    Actual Result:    The content assist menu persists and obfuscates the other program window until the focus shifts back to Studio.""""""",8
APSTUD,"""Android: V8: evaluate Ti.API.terminate() to signal application to terminate immediately.""","""""""Send an evaluation request to call """"""""Ti.API.terminate()"""""""".  This will cause the application to terminate immediately.""""""",1
APSTUD,"""Modules UI - Restrict the modules to an API-Level""","""""""We need to restrict the modules selection in the TiApp UI to an API-Level that is enforced on a module.    The platform team adds an api-level value into the module's manifest, and will add a modules-api-level into the 'version.txt' file of the Titanium SDK.    We'll need to read both to find an API level match, and do whatever needs to be done in the UI in order to allow selecting only valid modules, and display warnings when incompatible modules exist in the tiapp.    To test:  # Create a new Titanium Mobile project  # Open up tiapp.xml and add a module to the project using the modules panel (I used ti.greystripe). Note the module appears active  # Edit the module manifest file to raise the apiversion to something like """"""""3"""""""" (current maximum version is 2 for 1.8/2.0)  # Save tapp.xml and restart Studio. Note that the module now appears still available, but should appear greyed out    Note that this change is only relevant to Android. iOS does not care about apiversions    """"""",13
APSTUD,"""Add right-click option to open analytics for a specific application""","""""""In project explorer (not sure where to put this in App Explorer--might be a custom button off by default that can get added to the menu bar in Customize View) we have a button that launches the analytics page for that application.""""""",8
APSTUD,"""V8 Proxy: Filter stack variables by regular expression from the Mobile SDK""","""""""The format we chose was a file with a variable regular expressions delimited by newlines.    Verify that filtered variables from <tisdk>/android/variable_filters.txt (per TIMOB-6549) are not displayed in Variables view.""""""",1
APSTUD,"""Titanium Studio: Projects - File > New > <project type> list is not alphabetically sorted""","""""""File > New > <project type> list is not alphabetically sorted. The context menu version of this list is sorted. Screenshot attached.    Steps to Reproduce:    1. Open Titanium Studio.  2. Click File > New.    Expected Result:    Project types should be alphabetically sorted in ascending order.    Actual Result:    Project types are not alphabetically sorted (included in screenshot).    Note:    Project Explorer > context click > New is sorted in alphabetical ascending order (included in screenshot). """"""",8
APSTUD,"""invalid button name in """"uninstall studio"""" dialog""","""""""# Have Studio installed  # download newer version  # Install new version  # it asks to uninstall previously installed version  # dialog says """"""""click Next"""""""" when button is called """"""""Uninstall""""""""""""""",2
APSTUD,"""Rename installation packages so that filenames no longer contain spaces""","""""""As demonstrated in [this twitter conversation|http://www.exquisitetweets.com/tweets?eids=kHGGcM2MyP.kHIZakiQH6.kHJrXixufs.kHJUriL39N.kHLycersB2], for some reason some browsers, in certain circumstances, will not download files with filenames that contain spaces.    Please consider renaming the Windows and OSX install packages in [resources|https://my.appcelerator.com/resources] to *TitaniumStudio + extension*    * Fix the installer process to generate the new names for Titanium Studio on OS X and Windows  * Update preview.appcelerator.com to respect the new names    """"""",8
APSTUD,"""Show error in problems view if a project has an incorrect configuration""","""""""# Create a new Ruby project  # Assign the Titanium Mobile nature to the project  # View your log file, note a number of errors, but nothing the user would ever see (unless they went looking)    In this case, we should show an error in the problems view (and also an X on the project) to indicate that something is wrong (in this case, that the project is missing a tiapp.xml file and a manifest and that users should check their project settings)""""""",13
APSTUD,"""TiApp Editor: add Edit > Undo and Redo functionality""","""""""Edit > Undo and Redo are not selectable when using the TiApp editor, nor do the Undo/Redo keyboard shortcuts work. As an outlier, the Undo (cntrl + z) keyboard shortcut happens to work in Windows 7.    Steps to Reproduce:    1. Create a new project.  2. Open tiapp.xml in the TiApp Editor.  3. Change text in a field (such as Application ID).  4. Try the following commands:    Edit > Undo.  Edit > Redo.  Undo Keyboard Shortcut: (OS X: cmd + z), (Windows 7: cntrl + z).  Redo Keyboard Shortcut: (OS X: shift + cmd + z), (Windows 7: cntrl + y).    Expected Result:    Menu options should be selectable and work.  Keyboard shortcuts should work.    Actual Result:    Undo/Redo menu options and keyboard shortcuts do not work, with the exception of the Undo keyboard shortcut in Windows 7.""""""",8
APSTUD,"""Run git clean on build subfolders during project clean""","""""""Anytime you do a *clean* on a Titanium mobile project, the *build/android* and *build/iphone* directories have any existing *.gitignore* files deleted. This is bothersome when those files are the easiest way to ensure that the *build/iphone* and *build/android* paths exist when storing a project on git. If they don't exist, a user attempting to build the project will get an error on their first attempt.    It would be ideal if, when a *clean* is performed on a project, that any existing *.gitignore* files were left untouched in those directories. Running a git clean should restore the project to the state it was check in with.""""""",8
APSTUD,"""New Project Wizard: auto-generate app id based on company id and project name""","""""""An auto-generated company id prefix during project creation (i.e., Xcode) would be helpful.  Xcode has this feature. Titanium and Eclipse do not. As of now, I do not believe there is a conflict of interest.  Screenshot attached comparing Titanium, Eclipse and Xcode, highlighting the auto company-prefix feature.""""""",8
APSTUD,"""Shortcut created for Install to Android Device does not work when focusing on the editor""","""""""See attached picture for shortcut config.    Step 1: hit command+shift+L 2x to bring up the shortcut preferences  Step 2: search for android  Step 3: set 'Install to Android Device' to work with command+shift+f9 and when = In Window  Step 4: hit ok  Step 5: open a .js file  Step 6: click on the editor  Step 7: hit command+shift+f9  Step 8: notice that 'Install to Android Device' does not run.  Step 9: click in App Explorer and hit the shortcut and it will work fine.  Step 9: repeat the same steps but set the shortcut to open About and it will work fine in the editor.""""""",8
APSTUD,"""Add message for pre-1.0.7 dashboard users that they must update to 1.0.7 to get Mobile SDK 1.8.0""","""""""1.0.7 users will get the new dashboard, whereas pre-1.0.7 users will get the old dashboard. Add messaging to the existing dashboard to indicate that they must upgrade to 1.0.7 to get the new 1.8.0 mobile SDK.""""""",1
APSTUD,"""Titanium Studio: Validation - TiApp Editor allows invalid android runtime to be selected with incompatible SDKs""","""""""TiApp Editor allows invalid android runtime to be selected with pre-1.8.0 SDKs.    Steps to Reproduce:    1. Create a new project using 1.8.0.1.  2. Open tiapp.xml in the TiApp Editor.  3. Change the runtime to Rhino (this creates an entry in the xml where there was none before: <property name=""""""""ti.android.runtime"""""""">rhino</property>).  4. Change the runtime to V8 (this changes the contents of the xml property line).  5. Change the SDK version (in TiApp Editor) to pre-1.8.0.1 (e.g., 1.7.5).    Expected Result:  Rhino should be the default runtime.    Actual Result:  V8 is the default runtime (invalid).    Note:  If you select a pre-1.8.0.1 SDK without first selecting a different runtime (thus adding the property line to the xml), the default runtime is correctly changed to Rhino in the TiApp Editor.""""""",8
APSTUD,"""Studio: Dashboard - clicking navigation items (""""configure"""" """"learn"""" etc) repositions the window""","""""""1.open dashboard if need  2.scroll down a bit  3.click """"""""configure"""""""" """"""""learn"""""""" etc    results: window repositions itself    expected: no such repositioning.    see screen vid cap""""""",8
APSTUD,"""Create XSD for tiapp.xml and timodule.xml files to provide validation""","""""""In order to create a better validation experience for tiapp.xml and timodule.xml files suggestion is to create a XSD for them.    Note that tiapp.xml spans both mobile and desktop applications. I don't know if it's feasible to create a XSD that spans both cases, or if it should be split into two.""""""",13
APSTUD,"""Remove html5 references inside mobile web platform""","""""""Links and references to the """"""""html5"""""""" naming for mobile web can be removed.""""""",1
APSTUD,"""Titanium Studio: Installer - Titanium Studio needs a shortcut to the uninstaller in the Windows start menu folder""","""""""There is no explicit uninstaller for Titanium Studio in both Windows 7 and Windows XP.  Currently uninstallation must be done through Control Panel > Programs > Uninstall.    Current wiki entry on uninstallation (excerpt below):    http://wiki.appcelerator.org/display/tis/Uninstalling+Studio    Windows  Using the Add or Remove Programs applet on Control Panel to uninstall Studio.  If Studio is not listed in your """"""""Add or Remove Programs"""""""", it may be because you chose to install Studio with a zip. You will have to determine where you installed it (hopefully in your Program Files) and manually delete it.  Delete the remaining application folder off the hard drive (we do not automatically delete this as some users have complained). If you did not change your installation location on disj=k during the install, it is likely in:  Windows Vista/7: C:\Users\username\AppData\Local\Aptana Studio or Titanium Studio)  Windows XP: C:\Program Files\Aptana Studio or Titanium Studio""""""",1
APSTUD,"""Show Indicator during Run on Emulator that tells the user that the app is still loading""","""""""When running an app on an emulator, there is no indication that an app is finished loading. This indication will tell the user that they can now mess around with the emulator. We can show a progress dialog/bar during the Loading process, which finishes when the loading process is complete.     """"""",8
APSTUD,"""Add current locale to Dashboard URL""","""""""We need to send the user's currently requested Java locale on the query string so that we can send back localized versions of the Dashboard in the future.    Suggested URL is &nl=ISOCode, as passed in to the Java executable.""""""",1
APSTUD,"""Content assist - context info popup does not appear in parameters if there are values present in the parameters.""","""""""1. Create a new project   2. Create a new JS file in the project   3. Place the following content into the JS file     4. Type testing(     Results: context info popup appears and that it displays all three parameters with their names and their descriptions     5. Place the cursor between the parenthesis and force the context info popup to appear using shift-ctrl-space     Results: context info popup appears and that it displays all three parameters with their names and their descriptions     6. Change testing() to testing(10, 20, 30)      7. Place the cursor between the parenthesis and force the context info popup to appear using shift-ctrl-space     Expected results: context info popup appears and that it displays all three parameters with their names and their descriptions     Actual results: Nothing appears""""""",3
APSTUD,"""Studio: Lion - When first launching studio, it is not possible to expand the contents of the last project in project explorer""","""""""Description:  When you first launch Studio and then attempt to expand the disclosure triangle for the last project in project explorer, nothing happens. The triangle rotates, but no project content is displayed below the project name, and the scroll bar does not adjust for the new content. Since this is on Mac, it is possible to pull the project explorer window content up enough to see that there is indeed nothing there. Please see attached image with the window pulled up to show the lack of content.    This does not occur on 10.6.8.    Steps to reproduce:  1) Quit studio if it is open  2) Relaunch studio (be sure you have enough projects to fill your project explorer)  3) Open project explorer if it is not already  4) Scroll to the last project in the list  5) Click the disclosure triangle    Result:  The triangle rotates, but no content is displayed.    Expected result:  The triangle rotates, project content is displayed, scrollbar is adjusted to match new window size""""""",8
APSTUD,"""Automatically scan for i18n files""","""""""We had a neat script created in the community to automate the finding and creating of strings.xml entries:    https://gist.github.com/1341925    Would be good to get this translated into a ruble and integrated into Titanium Studio.  Or configured to be a compiler plugin, which already has Python hooks.  Original author has been contacted and is supportive of the effort.""""""",13
APSTUD,"""Rework info message for 'native' and 'implements' from Mozilla JS validator""","""""""In my JavaScript source code when editing in Titanium Studio, if you use the words 'native' and 'implements' as function names, it gives me a warning of a syntax error in the syntax highlighting, but everything compiles and runs fine.    This is because those items are future reserved words. We should rework the messages as [INFO], and say something like """"""""Native is a future JavaScript reserved word. Its usage may not be compatible with all JavaScript runtimes""""""""""""""",5
APSTUD,"""Create a dropdown in the tiapp.xml form editor to select an Android runtime""","""""""We need to support switching Javascript runtimes with a dropdown in the tiapp.xml form editor for Android apps. This is controlled via a simple property:    <property name=""""""""ti.android.runtime"""""""">v8</property>    Valid values are """"""""rhino"""""""" and """"""""v8""""""""""""""",1
APSTUD,"""Titanium Studio: Android reserved namespace is not resulting in a malformed app id error""","""""""When creating a new project in Titanium Studio (or editing the tiapp.xml), Application ID tokens (tok1.tok2.tok3) containing invalid java namespace identifiers do not generate an error.    Steps to Reproduce:    1. Open Titanium Studio.  2. Create a new project. Make sure the project supports Android.  3. Make one of the tokens in the Application ID an invalid java identifier (see below).    Expected Result:    An error message should appear and the project can't be created or an error message remains (if editing tiapp.xml).    Actual Result:    No error message appears. The project can be created. tiapp.xml shows no errors when viewed in the editor. The project can build to iOS, but the Android build fails with an error such as:    [ERROR] Error(s) compiling generated Java code  [ERROR] /Users/<USER>Documents/Titanium Studio Workspace/helloworld/build/android/gen/com/appcelerator/123/ApplicationStylesheet.java:5: ';' expected  package com.appcelerator.123;                          ^  Note: Below is the Java documentation regarding valid identifiers.    Java Documentation (excerpt follows):    http://java.sun.com/docs/books/jls/second_edition/html/lexical.doc.html#40625    Excerpt:    An identifier is an unlimited-length sequence of Java letters and Java digits, the first of which must be a Java letter. An identifier cannot have the same spelling (Unicode character sequence) as a keyword (§3.9), boolean literal (§3.10.3), or the null literal (§3.10.7).    Keywords:            abstract    default    if            private      this   boolean     do         implements    protected    throw   break       double     import        public       throws   byte        else       instanceof    return       transient   case        extends    int           short        try   catch       final      interface     static       void   char        finally    long          strictfp     volatile   class       float      native        super        while   const       for        new           switch   continue    goto       package       synchronized    Boolean Literals:            true false    Null Literal:            null""""""",5
APSTUD,"""Add launch configuration option to run iPhone/iPad simulator with retina display""","""""""Steps To Reproduce:  1. Create a titanium mobile project  2. Run as only gives the user ipad/iphone simulator  3. Select any one and go to Hardware menu under iOS Simulator  4. See iPhone (Retina)    Actual:  Cannot set studio to run in retina    Expected:  To give the user the option to simulate on retina display""""""",8
APSTUD,"""Comment the com.appcelerator.titanium.core.user package""","""""""This package is sparse on comments. Please add comments to elucidate the classes and methods.""""""",1
APSTUD,"""Allow """"pre-selection"""" of template in project wizards""","""""""Apologies for the last minute note on this, but it appears we need a new feature for the dashboard implementation.    Basically, we need to be able to """"""""pre-select"""""""" a template on popping up the new project wizard.    The rationale is that we will have a number of buttons to invoke """"""""New From Template"""""""" in the dashboard, but our current project wizard does not support this.    Suggest having a short description or preview of the selected template at the bottom to indicate which one was selected. If you choose """"""""finish"""""""" it uses that template, otherwise, you could choose a different template if you went to the next screen (though the pre-selected template should show as the chosen item). It's likely we will want to reconfigure the presentation of platform options in the Titanium wizards to create some extra space.    There may need to be a little dashboard work done to enable a button to make this happen. If so, please create a subtask and work with Shalom on this.""""""",1
APSTUD,"""Manage the 'modules' for a specific Mobile project through the TiApp editor""","""""""Create a section in the TiApp editor for manipulating the modules in the tiapp.xml for a Mobile project.  """"""",1
APSTUD,"""Sometimes git managed projects can open with no deployment targets in Tiapp.xml detail but the Overview shows targets selected.""","""""""Description:  While evaluating the impact of using git-managed projects in Studio, I encountered a situation where the git project's Tiapp.xml was missing the deployment targets in the xml view. The targets were checked in the """"""""overview"""""""" view however. A quit and relaunch of studio then populated the deployment targets in the xml view, and removed the checkmarks in the """"""""overview"""""""" view.     Before studio quit and relaunch:      After relaunch:      Steps to reproduce:  1) Import KS-iPad from titanium_mobile 1.7.X  2) Build from device to populate build folder  3) In terminal, switch branches to master with git checkout -f master  4) Switch back to 1.7.X with """"""""git checkout 1_7_X""""""""  5) Examine TiApp.xml  Result:  The Tiapp.xml does not have the <deployment-targets></deployment-targets>    Expected:  TiApp.xml overview matches xml detail and deployment targets are selected and """"""""true""""""""  """"""",8
APSTUD,"""Change """"Deploy"""" tool tip to """"Publish""""""","""""""For clarity of terminology, please change the tool tip for the """"""""deploy"""""""" menu to be """"""""publish"""""""". This better fits with the current usage of that menu and the items inside.    * Update root label in App/Project Explorer  * Correct references to """"""""Deploy"""""""" in wiki documentation""""""",5
APSTUD,"""Create a controller-action that returns the logged-in Titanium user information""","""""""The action should return, at least, the logged-in user name (email) and the MD5 hash of his/her email.""""""",1
APSTUD,"""Compute the status of the installed SDK asynchronously ""","""""""At the moment, the call to compute the installed SDKs status is done synchronously, which causes for delays when the Dashboard loads.  We need to change that call to start an asynchronous job and report with an event when the results are ready to be rendered. """"""",1
APSTUD,"""Add support for listing and importing sample projects through the Dashboard""","""""""Add a controller-action that will return a list of available sample projects.  That list should contain the following information for each sample:  * Sample name  * Sample ID  * Description  * Screenshot-image path (can be empty, for now)    The Dashboard will create sample-items using this information and will trigger the Samples import handler when a specific sample is clicked on.""""""",1
APSTUD,"""Windows 7 Installer """"Choose Install Location"""" defaults to Administrator's profile""","""""""If the TiStudio installer is executed while logged in as a non-administrative user, just as when any new software is installed, the user is prompted to provide the administrator's password. At the """"""""Choose Install Location"""""""" stage, a path within the administrator's profile, of {{C:\Users\Administrator\AppData\Local\Titanium Studio}}, is populated by default:    !http://img812.imageshack.us/img812/50/screenshot356c.png!    Obviously standard users do not have write-access to this directory.    We should populate this field with a directory under the user's profile, rather than the administrator's.""""""",13
APSTUD,"""Open timodule.xml file in editor for user after generating mobile module project""","""""""We should be opening the timobile.xml file after we generate a mobile module project, as a means of getting users started more easily.""""""",5
APSTUD,"""Add snippets based on Kitchen Sink API examples""","""""""Inspired by Motorola's Motodev, let's add a set of snippets of drag&drop code to Studio. We could add such snippets for common functions. Or, as Tony G suggested, this could be the evolution of Kitchen Sink. We'd rip out all its API demo code and make each a snippet that could be dropped into a project.     See http://developer.motorola.com/docstools/motodevstudio/images/feature_snippets_lg.jpg/ for their UI. We should use a similar categorized arrangement of snippets, but one based on common use cases within our APIs.    Prof Support, Dev Relations, and Training could collaborate to create the snippets to be added. """"""",1
APSTUD,"""Change the Log File Location""","""""""h3. Problem    The log file created by Titanium is being saved in the Documents folder of the app.  The main problem is that the Documents folder gets backed up by iCloud, and it would be better not to include logs in the user backups.     h3. Expected behavior    Customer wants to change the location of the logs in somewhere else like in the Application Support/Logs.    h3. Additional Information:  http://www.apple.com/icloud/what-is.html    h3. Associated HD Ticket:  http://appc.me/c/APP-525161""""""",1
APSTUD,"""Add Browse button to Save As dialog box""","""""""See the attached screen...request is to add a Browse button so that you can select the path in which to save the file rather than having to type the path.""""""",1
APSTUD,"""Need to be able to pass additional emulator arguments from run/debug configurations""","""""""When a run/debug configuration is created, we need the ability to pass additional command-line arguments to the android emulator.    As an example, the -scale argument in order to use skins whose full scale causes them to be larger than the screen you are running on. For example, I am using the Motorola MD860 skin for the Atrix 4G whose screen is 960 pixels high. The resulting emulator window is some 1200 pixels high but my screen is only 900 pixels high. If you run the AVD from the AVD Manager, it offers the option to run with a particular screen size which uses the -scale argument. We need the capability to do this in Studio. I would recommend simply adding an extensible option to specify any additional command line arguments. The standard Eclipse launch configurator allows this on the configuration's Target tab but that appears to be disabled in Studio.    Please re-add the tab and allow those arguments to be passed to the emulator.    Note: This can only be allowed on SDK versions that support the feature...i.e this won't work on 1.8, but should work on 2.0  """"""",8
APSTUD,"""Epsilon (Show Match Count) option from the search tab does not update on a new search, need to retoggle to check to get the updated value""","""""""Steps to Reproduce  1. Menu Edit -> Find  2. Type something that can be found in the .js file  3. Check the Epsilon sign  4. Create a new search    Actual:  The epsilon value is not updated    Expected:  The value to be updated with the new search result    Workaround:  Toggle the check mark to get the new value""""""",5
APSTUD,"""Add preference for default settings on android run/debug configurations (API & Screen size)""","""""""h5.Feature Request  Enable Studio to change the default settings used when it creates an Android Run or Debug Configuration for the first time on a project.    E.g. Currently, Studio installation creates new Android configurations using API: 2.3.1 and Screen: WVGA854.    This is an inconvenient that emulator screen size is too big for laptop screens, taking up over half the display, so this change the default to something smaller.    Also be able to control which API is used by default.    h5.Additional info  To customize device resolution / density from command line:    >emulator -avd HVGA800 -scale 96dpi -dpi-device 160    http://developer.android.com/guide/developing/devices/managing-avds-cmdline.html    Further info can be found here as well:    http://developer.android.com/guide/developing/tools/emulator.html http://developer.android.com/guide/developing/devices/emulator.html    Suggest creating a child page of the titanium preference page to hold that information and allow the user to set it.""""""",13
APSTUD,"""Titanium Studio should support the -n flag to tibuild.py""","""""""When packaging, the -n will not show the install splash screen by putting a .installed file in the Contents directory. When this file exists, Titanium Desktop Apps will not show the install splash screen the first time the app runs. A customer was asking for this on developer.appcelerator.com:    http://developer.appcelerator.com/question/124142/how-to-test-titanium-desktop-app-how-to-get-rid-of-titanium-installer-screen""""""",1
APSTUD,"""new mobile projects can't find appicon.jpg resulting in """"1 error detected"""" shown on TiApp pane""","""""""Description:  When creating a new Studio Mobile project, the TiApp.xml editor is shown. On this pane, the default app icon field contains appicon.jpg. For new mobile projects, the field is marked with a red """"""""x"""""""" and """"""""1 error detected"""""""" is shown at the top of the window.    This does not occur on Win7 or any other system tested. (Mac OS X 10.7 and 10.6.8, Ubuntu 10.04)    Note: Navigating to the .jpg file does not remove the error flag.    Steps to reproduce:  1) Install Titanium Studio, build: 1.0.4.201108101535 on windows XP  2) Create a new mobile project  3) Examine TiApp.xml    Result:  appicon.jpg in the field, but red x and error shown.    Expected:  No problem with appicon""""""",8
APSTUD,"""Importing project causes a """"'Building workspace' has encountered a problem"""" error""","""""""1) Copy uatest2 to you Titanium Studio Workspace (uatest2 is attached)   2) Import project into TiStudio    Results:  A """"""""Problem Occurred"""""""" error message appears (see screenshot and attached log files)""""""",21
APSTUD,"""Windows: Pressing Cancel on installer does not stop installation process""","""""""1) Launch installer  2) Press Cancel    Results: Prompt appears - """"""""You are about to quit setup.  If you quit now, Titanium Studio will not be installed.  Do you want to continue?""""""""    3) Press Yes    Expected: Installer quits.   Actual:  Installation proceeds to the """"""""Choose File Associations"""""""" page.    Notes:    Pressing Next will lead to the """"""""Installation Incomplete"""""""" page.    Pressing Cancel then Yes on a second time (on the """"""""Choose File Associations"""""""" page) will go to """"""""Installation Incomplete"""""""" page.  """"""",5
APSTUD,"""Enable creation of module projects""","""""""Allow for the creation of mobile module projects. This is an umbrella ticket to be split into smaller tasks.    * Android steps: http://wiki.appcelerator.org/display/guides/Module+Developer+Guide+for+Android#ModuleDeveloperGuideforAndroid-Creatingamodule  * iOS Steps: http://wiki.appcelerator.org/display/guides/Module+Developer+Guide+for+iOS#ModuleDeveloperGuideforiOS-Step1%3ACreatingyourFirstModule    We need the following:  # New Titanium Module wizard (allowing user to choose iOS/Android or both)  # Import an existing module project  # During wizard, ask user if they wish to create a shell test project to act as a test harness for testing the module  # Steps/Launchers to compile the module and deploy it (this would mean deploying it to the root titanium install directory on disk so that other apps can use it)  # Ability in other tiapp.xml editors to include modules in your project (these could be already installed ones, or ones from your workspace)  # Create documentation for module (tidocs to JSCA file)  # Upload finished module project to marketplace  """"""",1
APSTUD,"""Create initial configuration process""","""""""When first starting Titanium Studio a user may not have properly configured their SDKs    Individual processes should be allowed to contribute to the configuration screen. Some may be automatic processes (i.e. they need no user interaction, but need to alert the user), and some require user feedback or choice. Current processes:    * iOS SDK installation  * Android SDK installation  * BlackBerry SDK installation  * Firefox Browser location  * Git install (windows only): Choose Portable Git?  * Python: Auto-configure interpreters""""""",1
APSTUD,"""Chromium: Ctrl+Shift+W does not close other open editors when focus is on the embedded browser""","""""""Pressing Ctrl+W does not close Dashboard pane.  Ctrl+W will close other panes.    If there are multiple panes open, Ctrl+Shift+W does not close any windows when focus is on the Dashboard pane.  If the focus is not on the Dashboard pane, Ctrl+Shift+W will work as expected and close all panes.  """"""",3
APSTUD,"""Increment Titanium Studio to 1.0.4""","""""""Update the version # to 1.0.4""""""",1
